Using Equatorial Coordinates

       Target

Checked interval [2020-01-01, 2023-12-31]
|           Window [days]                 |    Normal V3 PA [deg]    |            RA             |            Dec            |
   Start           End         Duration         Start         End        Start          End          Start          End     
 2020-04-09      2020-06-02        54.00     259.39302     259.25346     297.23157     298.56291     -21.14088     -21.06501 
 2020-08-25      2020-10-17        53.00      82.18366      82.14168     289.02552     290.53184     -22.68706     -22.51709 
 2021-05-16      2021-07-08        53.00     249.22658     250.29537     332.51548     333.84256     -12.16733     -11.96557 
 2021-09-30      2021-11-21        52.00      69.98360      70.73802     325.14108     326.55802     -15.13497     -14.56241 
 2022-06-23      2022-08-15        53.00     246.71071     248.28221       6.55811       7.85765       1.44030       1.74474 
 2022-11-06      2022-12-27        51.00      65.13070      66.57951     359.60963       0.82206      -1.82586      -1.08753 
 2023-07-31      2023-09-23        54.00     252.55178     254.17649      41.38693      42.66665      14.70941      14.95688 
 2023-12-13      2023-12-31        17.10      69.27259      69.84948      33.27866      33.27866      12.09078      12.09078 


                                V3PA          NIRCam           NIRSpec         NIRISS           MIRI          FGS
   Date      RA     Dec      min    max      min    max       min    max     min    max      min    max      min    max
2022-11-10   359.46  -1.88    58.44  72.13    58.41  72.10   195.93 209.61    57.87  71.56    63.46  77.14    57.19  70.88
2022-11-11   359.41  -1.90    58.60  72.06    58.57  72.04   196.08 209.55    58.03  71.49    63.61  77.08    57.34  70.81
2022-11-12   359.37  -1.91    58.74  72.00    58.72  71.98   196.23 209.49    58.17  71.43    63.76  77.02    57.49  70.75
2022-11-13   359.33  -1.92    58.88  71.95    58.86  71.92   196.37 209.44    58.31  71.38    63.90  76.96    57.63  70.70
2022-11-14   359.30  -1.94    59.02  71.90    58.99  71.87   196.50 209.38    58.45  71.33    64.03  76.91    57.77  70.65
2022-11-15   359.27  -1.95    59.14  71.85    59.12  71.82   196.63 209.34    58.57  71.28    64.16  76.86    57.89  70.60
2022-11-16   359.24  -1.95    59.27  71.80    59.24  71.78   196.75 209.29    58.70  71.23    64.28  76.82    58.02  70.55
2022-11-17   359.21  -1.96    59.38  71.76    59.36  71.74   196.87 209.25    58.81  71.19    64.40  76.78    58.13  70.51
2022-11-18   359.19  -1.97    59.49  71.72    59.47  71.70   196.98 209.21    58.92  71.15    64.51  76.74    58.24  70.47
2022-11-19   359.17  -1.97    59.60  71.69    59.57  71.66   197.09 209.17    59.03  71.12    64.61  76.70    58.35  70.44
2022-11-20   359.15  -1.98    59.70  71.65    59.67  71.63   197.19 209.14    59.13  71.08    64.72  76.67    58.45  70.40
2022-11-21   359.14  -1.98    59.80  71.62    59.77  71.60   197.28 209.11    59.23  71.05    64.81  76.64    58.55  70.37
2022-11-22   359.13  -1.98    59.89  71.60    59.86  71.57   197.38 209.08    59.32  71.03    64.90  76.61    58.64  70.34
2022-11-23   359.12  -1.98    59.98  71.57    59.95  71.54   197.46 209.06    59.41  71.00    64.99  76.58    58.73  70.32
2022-11-24   359.12  -1.98    60.06  71.55    60.04  71.52   197.55 209.03    59.49  70.98    65.08  76.56    58.81  70.29
2022-11-25   359.12  -1.97    60.14  71.52    60.12  71.50   197.63 209.01    59.57  70.95    65.16  76.54    58.89  70.27
2022-11-26   359.12  -1.97    60.22  71.50    60.19  71.48   197.71 208.99    59.65  70.93    65.23  76.52    58.97  70.25
2022-11-27   359.12  -1.96    60.29  71.49    60.27  71.46   197.78 208.97    59.72  70.92    65.31  76.50    59.04  70.24
2022-11-28   359.13  -1.95    60.36  71.47    60.34  71.44   197.85 208.96    59.79  70.90    65.38  76.49    59.11  70.22
2022-11-29   359.15  -1.94    60.43  71.46    60.40  71.43   197.92 208.94    59.86  70.89    65.45  76.47    59.18  70.21
2022-11-30   359.16  -1.93    60.50  71.45    60.47  71.42   197.98 208.93    59.93  70.88    65.51  76.46    59.25  70.19
2022-12-01   359.18  -1.92    60.56  71.44    60.53  71.41   198.05 208.92    59.99  70.87    65.57  76.45    59.31  70.18
2022-12-02   359.20  -1.91    60.62  71.43    60.59  71.40   198.10 208.91    60.05  70.86    65.63  76.44    59.37  70.18
2022-12-03   359.22  -1.89    60.67  71.42    60.65  71.39   198.16 208.91    60.10  70.85    65.69  76.43    59.42  70.17
2022-12-04   359.25  -1.87    60.73  71.41    60.70  71.39   198.21 208.90    60.16  70.84    65.74  76.43    59.48  70.16
2022-12-05   359.28  -1.86    60.78  71.41    60.75  71.38   198.27 208.90    60.21  70.84    65.79  76.43    59.53  70.16
2022-12-06   359.32  -1.84    60.83  71.41    60.80  71.38   198.32 208.89    60.26  70.84    65.84  76.42    59.58  70.16
2022-12-07   359.35  -1.82    60.88  71.41    60.85  71.38   198.36 208.89    60.31  70.84    65.89  76.42    59.62  70.16
2022-12-08   359.40  -1.80    60.92  71.41    60.89  71.38   198.41 208.89    60.35  70.84    65.94  76.42    59.67  70.16
2022-12-09   359.44  -1.77    60.96  71.41    60.94  71.38   198.45 208.90    60.39  70.84    65.98  76.42    59.71  70.16
2022-12-10   359.48  -1.75    61.00  71.41    60.98  71.39   198.49 208.90    60.43  70.84    66.02  76.43    59.75  70.16
2022-12-11   359.53  -1.72    61.04  71.42    61.02  71.39   198.53 208.90    60.47  70.85    66.06  76.43    59.79  70.17
2022-12-12   359.59  -1.70    61.08  71.42    61.05  71.40   198.57 208.91    60.51  70.85    66.09  76.44    59.83  70.17
2022-12-13   359.64  -1.67    61.11  71.43    61.09  71.40   198.60 208.92    60.54  70.86    66.13  76.45    59.86  70.18
2022-12-14   359.70  -1.64    61.15  71.44    61.12  71.41   198.64 208.93    60.58  70.87    66.16  76.45    59.90  70.19
2022-12-15   359.76  -1.61    61.18  71.45    61.15  71.42   198.67 208.94    60.61  70.88    66.20  76.46    59.93  70.20
2022-12-16   359.83  -1.57    61.21  71.46    61.18  71.43   198.70 208.95    60.64  70.89    66.23  76.48    59.96  70.21
2022-12-17   359.89  -1.54    61.24  71.47    61.21  71.45   198.73 208.96    60.67  70.90    66.25  76.49    59.99  70.22
2022-12-18   359.96  -1.50    61.27  71.49    61.24  71.46   198.75 208.98    60.70  70.92    66.28  76.50    60.01  70.24
2022-12-19     0.04  -1.47    61.29  71.50    61.26  71.48   198.78 208.99    60.72  70.93    66.31  76.52    60.04  70.25
2022-12-20     0.11  -1.43    61.31  71.52    61.29  71.49   198.80 209.01    60.74  70.95    66.33  76.54    60.06  70.27
2022-12-21     0.19  -1.39    61.34  71.54    61.31  71.51   198.82 209.03    60.77  70.97    66.35  76.55    60.09  70.29
2022-12-22     0.27  -1.35    61.36  71.56    61.33  71.53   198.85 209.05    60.79  70.99    66.37  76.57    60.11  70.31
2022-12-23     0.36  -1.31    61.38  71.58    61.35  71.55   198.87 209.07    60.81  71.01    66.39  76.59    60.13  70.33
2022-12-24     0.45  -1.27    61.40  71.60    61.37  71.58   198.88 209.09    60.83  71.03    66.41  76.62    60.15  70.35
2022-12-25     0.54  -1.23    61.57  71.47    61.54  71.44   199.06 208.96    61.00  70.90    66.59  76.48    60.32  70.22
2022-12-26     0.63  -1.18    62.17  70.91    62.14  70.88   199.66 208.40    61.60  70.34    67.19  75.92    60.92  69.66
2022-12-27     0.72  -1.13    62.77  70.35    62.74  70.33   200.26 207.84    62.20  69.78    67.78  75.37    61.52  69.10

2023-08-01    41.39  14.71   249.03 256.07   249.01 256.05    26.52  33.56   248.46 255.50   254.05 261.09   247.78 254.82
2023-08-02    41.49  14.74   248.54 256.65   248.51 256.63    26.03  34.14   247.97 256.08   253.56 261.67   247.29 255.40
2023-08-03    41.59  14.77   248.04 257.23   248.02 257.21    25.53  34.72   247.47 256.66   253.06 262.25   246.79 255.98
2023-08-04    41.69  14.79   247.58 257.78   247.55 257.76    25.06  35.27   247.01 257.21   252.59 262.80   246.32 256.53
2023-08-05    41.79  14.82   247.62 257.82   247.59 257.80    25.11  35.31   247.05 257.25   252.63 262.84   246.37 256.57
2023-08-06    41.88  14.85   247.66 257.86   247.63 257.83    25.15  35.35   247.09 257.29   252.68 262.88   246.41 256.61
2023-08-07    41.97  14.87   247.70 257.90   247.67 257.87    25.19  35.39   247.13 257.33   252.72 262.92   246.45 256.65
2023-08-08    42.06  14.89   247.74 257.94   247.71 257.91    25.23  35.43   247.17 257.37   252.75 262.96   246.49 256.69
2023-08-09    42.14  14.92   247.78 257.98   247.75 257.95    25.26  35.47   247.21 257.41   252.79 263.00   246.52 256.73
2023-08-10    42.22  14.94   247.81 258.02   247.78 258.00    25.30  35.51   247.24 257.45   252.83 263.04   246.56 256.77
2023-08-11    42.30  14.96   247.84 258.06   247.82 258.04    25.33  35.55   247.27 257.49   252.86 263.08   246.59 256.81
2023-08-12    42.38  14.98   247.87 258.11   247.85 258.08    25.36  35.59   247.30 257.54   252.89 263.12   246.62 256.86
2023-08-13    42.45  15.00   247.90 258.15   247.88 258.12    25.39  35.64   247.33 257.58   252.92 263.16   246.65 256.90
2023-08-14    42.52  15.02   247.93 258.19   247.90 258.17    25.42  35.68   247.36 257.62   252.95 263.21   246.68 256.94
2023-08-15    42.59  15.04   247.96 258.24   247.93 258.21    25.44  35.72   247.39 257.67   252.97 263.25   246.70 256.99
2023-08-16    42.65  15.05   247.98 258.28   247.95 258.26    25.47  35.77   247.41 257.71   252.99 263.30   246.73 257.03
2023-08-17    42.71  15.07   248.00 258.33   247.97 258.30    25.49  35.82   247.43 257.76   253.02 263.34   246.75 257.08
2023-08-18    42.77  15.08   248.02 258.37   247.99 258.35    25.51  35.86   247.45 257.80   253.04 263.39   246.77 257.12
2023-08-19    42.83  15.10   248.04 258.42   248.01 258.40    25.52  35.91   247.47 257.85   253.05 263.44   246.79 257.17
2023-08-20    42.88  15.11   248.05 258.47   248.03 258.44    25.54  35.96   247.48 257.90   253.07 263.49   246.80 257.22
2023-08-21    42.93  15.12   248.07 258.52   248.04 258.49    25.55  36.01   247.50 257.95   253.08 263.54   246.82 257.27
2023-08-22    42.98  15.13   248.08 258.57   248.05 258.54    25.57  36.06   247.51 258.00   253.09 263.59   246.83 257.32
2023-08-23    43.02  15.14   248.09 258.62   248.06 258.60    25.57  36.11   247.52 258.05   253.10 263.64   246.84 257.37
2023-08-24    43.06  15.15   248.09 258.67   248.07 258.65    25.58  36.16   247.52 258.10   253.11 263.69   246.84 257.42
2023-08-25    43.09  15.16   248.10 258.73   248.07 258.70    25.59  36.22   247.53 258.16   253.11 263.74   246.85 257.48
2023-08-26    43.13  15.17   248.10 258.78   248.08 258.76    25.59  36.27   247.53 258.21   253.12 263.80   246.85 257.53
2023-08-27    43.16  15.17   248.10 258.84   248.08 258.81    25.59  36.33   247.53 258.27   253.12 263.85   246.85 257.59
2023-08-28    43.18  15.18   248.10 258.90   248.07 258.87    25.59  36.38   247.53 258.33   253.12 263.91   246.85 257.65
2023-08-29    43.21  15.18   248.10 258.96   248.07 258.93    25.58  36.44   247.53 258.39   253.11 263.97   246.84 257.70
2023-08-30    43.23  15.19   248.09 259.02   248.06 258.99    25.58  36.50   247.52 258.45   253.10 264.03   246.84 257.77
2023-08-31    43.25  15.19   248.08 259.08   248.05 259.05    25.57  36.57   247.51 258.51   253.09 264.09   246.83 257.83
2023-09-01    43.26  15.19   248.07 259.14   248.04 259.12    25.56  36.63   247.50 258.57   253.08 264.16   246.82 257.89
2023-09-02    43.27  15.19   248.05 259.21   248.03 259.18    25.54  36.70   247.48 258.64   253.07 264.22   246.80 257.96
2023-09-03    43.28  15.19   248.04 259.28   248.01 259.25    25.52  36.76   247.47 258.71   253.05 264.29   246.79 258.02
2023-09-04    43.28  15.19   248.02 259.34   247.99 259.32    25.50  36.83   247.45 258.77   253.03 264.36   246.77 258.09
2023-09-05    43.28  15.19   247.99 259.42   247.97 259.39    25.48  36.90   247.42 258.85   253.01 264.43   246.74 258.17
2023-09-06    43.28  15.18   247.97 259.49   247.94 259.46    25.46  36.98   247.40 258.92   252.98 264.51   246.72 258.24
2023-09-07    43.27  15.18   247.94 259.57   247.91 259.54    25.43  37.06   247.37 259.00   252.96 264.58   246.69 258.32
2023-09-08    43.26  15.17   247.91 259.65   247.88 259.62    25.40  37.13   247.34 259.08   252.92 264.66   246.66 258.40
2023-09-09    43.25  15.17   247.87 259.73   247.85 259.70    25.36  37.22   247.30 259.16   252.89 264.75   246.62 258.48
2023-09-10    43.23  15.16   247.84 259.82   247.81 259.79    25.32  37.30   247.27 259.25   252.85 264.83   246.58 258.56
2023-09-11    43.21  15.15   247.79 259.90   247.77 259.88    25.28  37.39   247.22 259.33   252.81 264.92   246.54 258.65
2023-09-12    43.19  15.14   247.75 260.00   247.72 259.97    25.24  37.48   247.18 259.43   252.76 265.01   246.50 258.75
2023-09-13    43.17  15.13   247.70 260.09   247.67 260.07    25.19  37.58   247.13 259.52   252.72 265.11   246.45 258.84
2023-09-14    43.14  15.12   247.65 260.19   247.62 260.17    25.14  37.68   247.08 259.62   252.66 265.21   246.40 258.94
2023-09-15    43.10  15.11   247.59 260.30   247.56 260.27    25.08  37.78   247.02 259.73   252.61 265.31   246.34 259.05
2023-09-16    43.07  15.09   247.53 260.41   247.50 260.38    25.02  37.89   246.96 259.84   252.55 265.42   246.28 259.15
2023-09-17    43.03  15.08   247.47 260.52   247.44 260.49    24.95  38.01   246.90 259.95   252.48 265.53   246.21 259.27
2023-09-18    42.99  15.07   247.40 260.64   247.37 260.61    24.88  38.13   246.83 260.07   252.41 265.65   246.15 259.39
2023-09-19    42.94  15.05   247.32 260.76   247.30 260.74    24.81  38.25   246.75 260.19   252.34 265.78   246.07 259.51
2023-09-20    42.89  15.03   247.24 260.90   247.22 260.87    24.73  38.38   246.67 260.33   252.26 265.91   245.99 259.64
2023-09-21    42.84  15.02   247.16 261.03   247.13 261.01    24.64  38.52   246.59 260.46   252.17 266.05   245.91 259.78
2023-09-22    42.79  15.00   247.07 261.18   247.04 261.15    24.55  38.67   246.50 260.61   252.08 266.19   245.82 259.93
2023-09-23    42.73  14.98   246.97 261.33   246.94 261.31    24.46  38.82   246.40 260.76   251.99 266.35   245.72 260.08

2023-12-14    33.83  12.19    62.15  76.45    62.12  76.42   199.63 213.94    61.58  75.88    67.16  81.47    60.90  75.20
2023-12-15    33.77  12.18    62.31  76.36    62.29  76.33   199.80 213.85    61.74  75.79    67.33  81.37    61.06  75.11
2023-12-16    33.72  12.16    62.47  76.27    62.44  76.24   199.96 213.76    61.90  75.70    67.49  81.29    61.22  75.02
2023-12-17    33.66  12.15    62.62  76.19    62.59  76.16   200.11 213.68    62.05  75.62    67.64  81.21    61.37  74.94
2023-12-18    33.62  12.14    62.76  76.12    62.74  76.09   200.25 213.60    62.19  75.55    67.78  81.13    61.51  74.86
2023-12-19    33.57  12.13    62.90  76.05    62.87  76.02   200.39 213.53    62.33  75.48    67.92  81.06    61.65  74.79
2023-12-20    33.53  12.12    63.03  75.98    63.00  75.95   200.52 213.47    62.46  75.41    68.05  81.00    61.78  74.73
2023-12-21    33.49  12.11    63.16  75.92    63.13  75.89   200.64 213.41    62.59  75.35    68.17  80.94    61.90  74.67
2023-12-22    33.45  12.10    63.27  75.87    63.25  75.84   200.76 213.35    62.70  75.30    68.29  80.88    62.02  74.61
2023-12-23    33.42  12.09    63.39  75.81    63.36  75.79   200.88 213.30    62.82  75.24    68.40  80.83    62.14  74.56
2023-12-24    33.39  12.09    63.50  75.77    63.47  75.74   200.98 213.26    62.93  75.20    68.51  80.78    62.25  74.52
2023-12-25    33.36  12.09    63.60  75.73    63.58  75.70   201.09 213.21    63.03  75.16    68.62  80.74    62.35  74.47
2023-12-26    33.34  12.08    63.70  75.69    63.68  75.66   201.19 213.17    63.13  75.12    68.72  80.70    62.45  74.44
2023-12-27    33.32  12.08    63.80  75.65    63.77  75.63   201.29 213.14    63.23  75.08    68.81  80.67    62.55  74.40
2023-12-28    33.30  12.08    63.89  75.62    63.87  75.59   201.38 213.11    63.32  75.05    68.91  80.64    62.64  74.37
2023-12-29    33.29  12.08    63.98  75.59    63.96  75.57   201.47 213.08    63.41  75.02    69.00  80.61    62.73  74.34
2023-12-30    33.28  12.09    64.07  75.57    64.04  75.54   201.56 213.06    63.50  75.00    69.08  80.58    62.82  74.32
