Using Equatorial Coordinates

       Target

Checked interval [2020-01-01, 2023-12-31]
|           Window [days]                 |    Normal V3 PA [deg]    |            RA             |            Dec            |
   Start           End         Duration         Start         End        Start          End          Start          End     
 2020-04-15      2020-06-07        53.00     257.20511     257.54669     303.47738     303.38683     -19.95160     -20.06859 
 2020-09-02      2020-10-24        52.00      79.17863      79.53787     297.56182     297.57030     -21.30966     -21.34767 
 2021-04-28      2021-06-19        52.00     253.39537     254.38423     315.43512     315.34383     -17.50920     -17.68033 
 2021-09-14      2021-11-04        51.06      74.62395      75.45492     309.68059     309.64845     -19.28299     -19.29393 
 2022-05-10      2022-07-01        52.00     250.33291     251.86129     327.15201     327.11693     -14.33968     -14.53876 
 2022-09-27      2022-11-16        50.03      70.75172      71.98365     321.58627     321.58147     -16.44817     -16.41512 
 2023-05-23      2023-07-14        52.00     248.12798     250.09407     338.75275     338.70803     -10.53378     -10.76642 
 2023-10-09      2023-11-28        50.05      67.60279      69.28604     333.36929     333.32985     -12.88137     -12.82024 


                                V3PA          NIRCam           NIRSpec         NIRISS           MIRI          FGS
   Date      RA     Dec      min    max      min    max       min    max     min    max      min    max      min    max
2023-10-14   333.22 -12.93    61.13  74.57    61.11  74.55   198.62 212.06    60.56  74.00    66.15  79.59    59.88  73.32
2023-10-15   333.19 -12.94    61.29  74.53    61.26  74.50   198.78 212.02    60.72  73.96    66.30  79.54    60.04  73.28
2023-10-16   333.15 -12.95    61.44  74.49    61.41  74.46   198.92 211.97    60.87  73.92    66.45  79.50    60.19  73.24
2023-10-17   333.12 -12.96    61.58  74.45    61.55  74.42   199.07 211.94    61.01  73.88    66.59  79.46    60.33  73.20
2023-10-18   333.10 -12.97    61.72  74.41    61.69  74.39   199.20 211.90    61.15  73.84    66.73  79.43    60.46  73.16
2023-10-19   333.07 -12.98    61.85  74.38    61.82  74.36   199.33 211.87    61.28  73.81    66.86  79.40    60.60  73.13
2023-10-20   333.04 -12.99    61.97  74.35    61.94  74.33   199.46 211.84    61.40  73.78    66.99  79.37    60.72  73.10
2023-10-21   333.02 -13.00    62.09  74.32    62.06  74.30   199.58 211.81    61.52  73.75    67.11  79.34    60.84  73.07
2023-10-22   332.99 -13.00    62.20  74.30    62.18  74.27   199.69 211.79    61.63  73.73    67.22  79.31    60.95  73.05
2023-10-23   332.97 -13.01    62.31  74.28    62.29  74.25   199.80 211.76    61.74  73.71    67.33  79.29    61.06  73.02
2023-10-24   332.95 -13.02    62.42  74.25    62.39  74.23   199.91 211.74    61.85  73.68    67.43  79.27    61.17  73.00
2023-10-25   332.93 -13.02    62.52  74.24    62.49  74.21   200.01 211.72    61.95  73.67    67.53  79.25    61.27  72.98
2023-10-26   332.92 -13.03    62.62  74.22    62.59  74.19   200.10 211.71    62.05  73.65    67.63  79.23    61.36  72.97
2023-10-27   332.90 -13.03    62.71  74.20    62.68  74.18   200.20 211.69    62.14  73.63    67.72  79.22    61.46  72.95
2023-10-28   332.89 -13.03    62.80  74.19    62.77  74.16   200.28 211.68    62.23  73.62    67.81  79.20    61.55  72.94
2023-10-29   332.88 -13.04    62.88  74.18    62.85  74.15   200.37 211.66    62.31  73.61    67.90  79.19    61.63  72.93
2023-10-30   332.87 -13.04    62.96  74.17    62.94  74.14   200.45 211.65    62.39  73.60    67.98  79.18    61.71  72.92
2023-10-31   332.86 -13.04    63.04  74.16    63.01  74.13   200.53 211.64    62.47  73.59    68.05  79.17    61.79  72.91
2023-11-01   332.85 -13.04    63.11  74.15    63.09  74.12   200.60 211.64    62.54  73.58    68.13  79.16    61.86  72.90
2023-11-02   332.85 -13.04    63.18  74.14    63.16  74.12   200.67 211.63    62.61  73.57    68.20  79.16    61.93  72.89
2023-11-03   332.84 -13.04    63.25  74.14    63.23  74.11   200.74 211.62    62.68  73.57    68.27  79.15    62.00  72.89
2023-11-04   332.84 -13.04    63.32  74.13    63.29  74.11   200.81 211.62    62.75  73.56    68.33  79.15    62.07  72.88
2023-11-05   332.84 -13.04    63.38  74.13    63.35  74.10   200.87 211.62    62.81  73.56    68.39  79.15    62.13  72.88
2023-11-06   332.84 -13.04    63.44  74.13    63.41  74.10   200.93 211.62    62.87  73.56    68.45  79.15    62.19  72.88
2023-11-07   332.84 -13.04    63.50  74.13    63.47  74.10   200.98 211.62    62.93  73.56    68.51  79.15    62.24  72.88
2023-11-08   332.85 -13.03    63.55  74.13    63.52  74.10   201.04 211.62    62.98  73.56    68.56  79.15    62.30  72.88
2023-11-09   332.86 -13.03    63.60  74.13    63.57  74.11   201.09 211.62    63.03  73.56    68.62  79.15    62.35  72.88
2023-11-10   332.86 -13.02    63.65  74.14    63.62  74.11   201.14 211.62    63.08  73.57    68.66  79.15    62.40  72.89
2023-11-11   332.87 -13.02    63.70  74.14    63.67  74.12   201.18 211.63    63.13  73.57    68.71  79.16    62.44  72.89
2023-11-12   332.88 -13.01    63.74  74.15    63.71  74.12   201.23 211.63    63.17  73.58    68.75  79.16    62.49  72.90
2023-11-13   332.90 -13.01    63.78  74.15    63.75  74.13   201.27 211.64    63.21  73.58    68.80  79.17    62.53  72.90
2023-11-14   332.91 -13.00    63.82  74.16    63.79  74.14   201.31 211.65    63.25  73.59    68.84  79.18    62.57  72.91
2023-11-15   332.93 -12.99    63.86  74.17    63.83  74.14   201.34 211.66    63.29  73.60    68.87  79.19    62.61  72.92
2023-11-16   332.95 -12.98    63.89  74.18    63.87  74.15   201.38 211.67    63.32  73.61    68.91  79.20    62.64  72.93
2023-11-17   332.97 -12.97    63.93  74.19    63.90  74.17   201.41 211.68    63.36  73.62    68.94  79.21    62.67  72.94
2023-11-18   332.99 -12.96    63.96  74.20    63.93  74.18   201.44 211.69    63.39  73.63    68.97  79.22    62.71  72.95
2023-11-19   333.01 -12.95    63.98  74.22    63.96  74.19   201.47 211.70    63.41  73.65    69.00  79.23    62.73  72.97
2023-11-20   333.03 -12.94    64.01  74.23    63.98  74.20   201.50 211.72    63.44  73.66    69.03  79.25    62.76  72.98
2023-11-21   333.06 -12.93    64.04  74.25    64.01  74.22   201.52 211.73    63.47  73.68    69.05  79.26    62.79  73.00
2023-11-22   333.09 -12.92    64.06  74.26    64.03  74.24   201.55 211.75    63.49  73.69    69.07  79.28    62.81  73.01
2023-11-23   333.12 -12.91    64.08  74.28    64.05  74.25   201.57 211.77    63.51  73.71    69.09  79.30    62.83  73.03
2023-11-24   333.15 -12.90    64.10  74.30    64.07  74.27   201.59 211.79    63.53  73.73    69.11  79.31    62.85  73.05
2023-11-25   333.18 -12.88    64.12  74.32    64.09  74.29   201.60 211.81    63.55  73.75    69.13  79.33    62.86  73.07
2023-11-26   333.22 -12.87    64.13  74.34    64.10  74.31   201.62 211.83    63.56  73.77    69.15  79.35    62.88  73.09
2023-11-27   333.25 -12.85    64.66  73.85    64.63  73.82   202.14 211.34    64.09  73.28    69.67  78.86    63.41  72.60
2023-11-28   333.29 -12.84    65.28  73.26    65.26  73.23   202.77 210.74    64.71  72.69    70.30  78.27    64.03  72.01
